key;caida_de_hojas_date;brotacion_en_camara_50_date;dias_acumulando_frio;zona;variedad;ue_str;tratamiento;ue_int
Viluco-Santina-007-Zn+U+Eth;08-05-2024;16-07-2024;68;viluco;santina;007;zn+u+eth;7
Viluco-Santina-008-Control;10-05-2024;15-07-2024;65;viluco;santina;008;control;8
Viluco-Santina-009-Fsh;08-05-2024;16-07-2024;68;viluco;santina;009;fsh;9
Viluco-Santina-010-ABA;10-05-2024;16-07-2024;66;viluco;santina;010;aba;10
Viluco-Santina-011-Zn+Eth;07-05-2024;16-07-2024;69;viluco;santina;011;zn+eth;11
Viluco-Santina-012-Ethephon;16-05-2024;16-07-2024;60;viluco;santina;012;ethephon;12
Viluco-Santina-013-Zn+U+Eth;04-05-2024;16-07-2024;72;viluco;santina;013;zn+u+eth;13
Viluco-Santina-014-ABA;09-05-2024;16-07-2024;67;viluco;santina;014;aba;14
Viluco-Santina-015-Fsh;11-05-2024;10-07-2024;60;viluco;santina;015;fsh;15
Viluco-Santina-016-Control;15-05-2024;16-07-2024;61;viluco;santina;016;control;16
Viluco-Santina-017-Ethephon;07-05-2024;16-07-2024;69;viluco;santina;017;ethephon;17
Viluco-Santina-018-Zn+Eth;04-05-2024;11-07-2024;67;viluco;santina;018;zn+eth;18
Viluco-Santina-019-Ethephon;07-05-2024;14-07-2024;67;viluco;santina;019;ethephon;19
Viluco-Santina-020-Fsh;18-05-2024;16-07-2024;58;viluco;santina;020;fsh;20
Viluco-Santina-021-Zn+U+Eth;07-05-2024;16-07-2024;70;viluco;santina;021;zn+u+eth;21
Viluco-Santina-022-Zn+Eth;05-05-2024;15-07-2024;71;viluco;santina;022;zn+eth;22
Viluco-Santina-023-Control;17-05-2024;13-07-2024;57;viluco;santina;023;control;23
Viluco-Santina-024-ABA;05-05-2024;16-07-2024;71;viluco;santina;024;aba;24
Viluco-Santina-025-Zn+U+Eth;08-05-2024;13-07-2024;65;viluco;santina;025;zn+u+eth;25
Viluco-Santina-026-Ethephon;09-05-2024;12-07-2024;63;viluco;santina;026;ethephon;26
Viluco-Santina-027-Control;09-05-2024;16-07-2024;67;viluco;santina;027;control;27
Viluco-Santina-028-Zn+Eth;08-05-2024;15-07-2024;67;viluco;santina;028;zn+eth;28
Viluco-Santina-029-Fsh;08-05-2024;16-07-2024;68;viluco;santina;029;fsh;29
Viluco-Santina-030-ABA;07-05-2024;16-07-2024;70;viluco;santina;030;aba;30
Wapri (Los Niches 1)-Kordia-001-Zn+Eth;11-05-2024;05-07-2024;54;wapri (los niches 1);kordia;001;zn+eth;1
Wapri (Los Niches 1)-Kordia-002-Fsh;10-05-2024;21-07-2024;71;wapri (los niches 1);kordia;002;fsh;2
Wapri (Los Niches 1)-Kordia-003-Control;05-05-2024;07-07-2024;63;wapri (los niches 1);kordia;003;control;3
Wapri (Los Niches 1)-Kordia-004-Zn+U+Eth;29-04-2024;08-07-2024;70;wapri (los niches 1);kordia;004;zn+u+eth;4
Wapri (Los Niches 1)-Kordia-005-Ethephon;14-05-2024;16-07-2024;62;wapri (los niches 1);kordia;005;ethephon;5
Wapri (Los Niches 1)-Kordia-006-ABA;12-05-2024;11-07-2024;60;wapri (los niches 1);kordia;006;aba;6
Wapri (Los Niches 1)-Kordia-007-Zn+U+Eth;10-05-2024;09-07-2024;60;wapri (los niches 1);kordia;007;zn+u+eth;7
Wapri (Los Niches 1)-Kordia-008-Control;09-05-2024;07-07-2024;59;wapri (los niches 1);kordia;008;control;8
Wapri (Los Niches 1)-Kordia-009-Fsh;11-05-2024;09-07-2024;59;wapri (los niches 1);kordia;009;fsh;9
Wapri (Los Niches 1)-Kordia-010-ABA;10-05-2024;09-07-2024;60;wapri (los niches 1);kordia;010;aba;10
Wapri (Los Niches 1)-Kordia-011-Zn+Eth;10-05-2024;12-07-2024;62;wapri (los niches 1);kordia;011;zn+eth;11
Wapri (Los Niches 1)-Kordia-012-Ethephon;09-05-2024;17-07-2024;69;wapri (los niches 1);kordia;012;ethephon;12
Wapri (Los Niches 1)-Kordia-013-Zn+U+Eth;09-05-2024;09-07-2024;61;wapri (los niches 1);kordia;013;zn+u+eth;13
Wapri (Los Niches 1)-Kordia-014-ABA;06-05-2024;08-07-2024;63;wapri (los niches 1);kordia;014;aba;14
Wapri (Los Niches 1)-Kordia-015-Fsh;03-05-2024;10-07-2024;67;wapri (los niches 1);kordia;015;fsh;15
Wapri (Los Niches 1)-Kordia-016-Control;02-05-2024;11-07-2024;69;wapri (los niches 1);kordia;016;control;16
Wapri (Los Niches 1)-Kordia-017-Ethephon;03-05-2024;07-07-2024;64;wapri (los niches 1);kordia;017;ethephon;17
Wapri (Los Niches 1)-Kordia-018-Zn+Eth;10-05-2024;14-07-2024;65;wapri (los niches 1);kordia;018;zn+eth;18
Wapri (Los Niches 1)-Kordia-019-Ethephon;14-05-2024;13-07-2024;60;wapri (los niches 1);kordia;019;ethephon;19
Wapri (Los Niches 1)-Kordia-020-Fsh;10-05-2024;10-07-2024;61;wapri (los niches 1);kordia;020;fsh;20
Wapri (Los Niches 1)-Kordia-021-Zn+U+Eth;15-05-2024;11-07-2024;56;wapri (los niches 1);kordia;021;zn+u+eth;21
Wapri (Los Niches 1)-Kordia-022-Zn+Eth;09-05-2024;13-07-2024;65;wapri (los niches 1);kordia;022;zn+eth;22
Wapri (Los Niches 1)-Kordia-023-Control;14-05-2024;13-07-2024;59;wapri (los niches 1);kordia;023;control;23
Wapri (Los Niches 1)-Kordia-024-ABA;06-05-2024;06-07-2024;61;wapri (los niches 1);kordia;024;aba;24
Wapri (Los Niches 1)-Kordia-025-Zn+U+Eth;09-05-2024;06-07-2024;58;wapri (los niches 1);kordia;025;zn+u+eth;25
Wapri (Los Niches 1)-Kordia-026-Ethephon;09-05-2024;08-07-2024;59;wapri (los niches 1);kordia;026;ethephon;26
Wapri (Los Niches 1)-Kordia-027-Control;15-05-2024;09-07-2024;55;wapri (los niches 1);kordia;027;control;27
Wapri (Los Niches 1)-Kordia-028-Zn+Eth;10-05-2024;12-07-2024;63;wapri (los niches 1);kordia;028;zn+eth;28
Wapri (Los Niches 1)-Kordia-029-Fsh;09-05-2024;13-07-2024;64;wapri (los niches 1);kordia;029;fsh;29
Wapri (Los Niches 1)-Kordia-030-ABA;06-05-2024;04-07-2024;59;wapri (los niches 1);kordia;030;aba;30
Wapri (Los Niches 1)-Regina-001-Zn+Eth;12-05-2024;19-07-2024;68;wapri (los niches 1);regina;001;zn+eth;1
Wapri (Los Niches 1)-Regina-002-Fsh;06-05-2024;21-07-2024;75;wapri (los niches 1);regina;002;fsh;2
Wapri (Los Niches 1)-Regina-003-Control;13-05-2024;19-07-2024;67;wapri (los niches 1);regina;003;control;3
Wapri (Los Niches 1)-Regina-004-Zn+U+Eth;06-05-2024;20-07-2024;74;wapri (los niches 1);regina;004;zn+u+eth;4
Wapri (Los Niches 1)-Regina-005-Ethephon;12-05-2024;21-07-2024;69;wapri (los niches 1);regina;005;ethephon;5
Wapri (Los Niches 1)-Regina-006-ABA;05-05-2024;18-07-2024;74;wapri (los niches 1);regina;006;aba;6
Wapri (Los Niches 1)-Regina-007-Zn+U+Eth;06-05-2024;21-07-2024;75;wapri (los niches 1);regina;007;zn+u+eth;7
Wapri (Los Niches 1)-Regina-008-Control;12-05-2024;20-07-2024;69;wapri (los niches 1);regina;008;control;8
Wapri (Los Niches 1)-Regina-009-Fsh;07-05-2024;21-07-2024;74;wapri (los niches 1);regina;009;fsh;9
Wapri (Los Niches 1)-Regina-010-ABA;06-05-2024;21-07-2024;75;wapri (los niches 1);regina;010;aba;10
Wapri (Los Niches 1)-Regina-011-Zn+Eth;12-05-2024;21-07-2024;69;wapri (los niches 1);regina;011;zn+eth;11
Wapri (Los Niches 1)-Regina-012-Ethephon;12-05-2024;21-07-2024;69;wapri (los niches 1);regina;012;ethephon;12
Wapri (Los Niches 1)-Regina-013-Zn+U+Eth;08-05-2024;21-07-2024;73;wapri (los niches 1);regina;013;zn+u+eth;13
Wapri (Los Niches 1)-Regina-014-ABA;06-05-2024;21-07-2024;76;wapri (los niches 1);regina;014;aba;14
Wapri (Los Niches 1)-Regina-015-Fsh;08-05-2024;21-07-2024;73;wapri (los niches 1);regina;015;fsh;15
Wapri (Los Niches 1)-Regina-016-Control;11-05-2024;21-07-2024;70;wapri (los niches 1);regina;016;control;16
Wapri (Los Niches 1)-Regina-017-Ethephon;12-05-2024;21-07-2024;69;wapri (los niches 1);regina;017;ethephon;17
Wapri (Los Niches 1)-Regina-018-Zn+Eth;08-05-2024;21-07-2024;73;wapri (los niches 1);regina;018;zn+eth;18
Wapri (Los Niches 1)-Regina-019-Ethephon;12-05-2024;19-07-2024;68;wapri (los niches 1);regina;019;ethephon;19
Wapri (Los Niches 1)-Regina-020-Fsh;12-05-2024;21-07-2024;69;wapri (los niches 1);regina;020;fsh;20
Wapri (Los Niches 1)-Regina-021-Zn+U+Eth;08-05-2024;21-07-2024;73;wapri (los niches 1);regina;021;zn+u+eth;21
Wapri (Los Niches 1)-Regina-022-Zn+Eth;07-05-2024;21-07-2024;74;wapri (los niches 1);regina;022;zn+eth;22
Wapri (Los Niches 1)-Regina-023-Control;12-05-2024;21-07-2024;69;wapri (los niches 1);regina;023;control;23
Wapri (Los Niches 1)-Regina-024-ABA;08-05-2024;21-07-2024;73;wapri (los niches 1);regina;024;aba;24
Wapri (Los Niches 1)-Regina-025-Zn+U+Eth;07-05-2024;21-07-2024;74;wapri (los niches 1);regina;025;zn+u+eth;25
Wapri (Los Niches 1)-Regina-026-Ethephon;07-05-2024;21-07-2024;74;wapri (los niches 1);regina;026;ethephon;26
Wapri (Los Niches 1)-Regina-027-Control;12-05-2024;20-07-2024;68;wapri (los niches 1);regina;027;control;27
Wapri (Los Niches 1)-Regina-028-Zn+Eth;06-05-2024;20-07-2024;74;wapri (los niches 1);regina;028;zn+eth;28
Wapri (Los Niches 1)-Regina-029-Fsh;08-05-2024;20-07-2024;72;wapri (los niches 1);regina;029;fsh;29
Wapri (Los Niches 1)-Regina-030-ABA;08-05-2024;19-07-2024;72;wapri (los niches 1);regina;030;aba;30
