entidad_id,fecha,muestreo,peso_fresco,peso_seco,porcentaje_humedad,zona_id,zona,variedad_id,variedad,tratamiento_entrada_id,tratamiento_entrada,tratamiento_salida_id,tratamiento_salida,ue,_merge
118,2024-05-24,M2,0.4640999999999999,0.2289999999999999,49.3428140486964,1,viluco,1,santina,1,fsh,13,,29,both
119,2024-05-24,M2,0.5198,0.2496,48.0184686417853,1,viluco,1,santina,5,aba,13,,30,both
90,2024-06-10,M3,0.2892,0.1345,46.5076071922545,1,viluco,1,santina,2,zn+eth,15,dormex 2% + break,1,both
91,2024-06-10,M3,0.5813,0.2809,48.322724926888014,1,viluco,1,santina,1,fsh,16,"dormex 1,5% + 2% ac. mineral",2,both
92,2024-06-10,M3,0.4631,0.2169,46.83653638522997,1,viluco,1,santina,0,control,12,erger 5% + nca 4%,3,both
93,2024-06-10,M3,0.5070999999999999,0.2444,48.19562216525342,1,viluco,1,santina,3,zn+u+eth,6,control,4,both
94,2024-06-10,M3,0.3246,0.1571999999999999,48.42883548983363,1,viluco,1,santina,4,ethephon,12,erger 5% + nca 4%,5,both
95,2024-06-10,M3,0.3342,0.1553,46.46918013165769,1,viluco,1,santina,5,aba,15,dormex 2% + break,6,both
96,2024-06-10,M3,0.4639,0.2258,48.67428325070059,1,viluco,1,santina,3,zn+u+eth,16,"dormex 1,5% + 2% ac. mineral",7,both
97,2024-06-10,M3,0.2132,0.0976,45.77861163227018,1,viluco,1,santina,0,control,6,control,8,both
98,2024-06-10,M3,0.4667,0.2183,46.77523034068995,1,viluco,1,santina,1,fsh,16,"dormex 1,5% + 2% ac. mineral",9,both
99,2024-06-10,M3,0.2085999999999999,0.1747999999999999,83.7967401725791,1,viluco,1,santina,5,aba,6,control,10,both
100,2024-06-10,M3,0.1907999999999999,0.0923,48.37526205450735,1,viluco,1,santina,2,zn+eth,12,erger 5% + nca 4%,11,both
101,2024-06-10,M3,0.5579000000000001,0.2686,48.1448288223696,1,viluco,1,santina,4,ethephon,15,dormex 2% + break,12,both
102,2024-06-10,M3,0.4303,0.2090999999999999,48.59400418312804,1,viluco,1,santina,3,zn+u+eth,16,"dormex 1,5% + 2% ac. mineral",13,both
103,2024-06-10,M3,0.3641999999999999,0.1757999999999999,48.27018121911038,1,viluco,1,santina,5,aba,12,erger 5% + nca 4%,14,both
104,2024-06-10,M3,0.2975,0.1371,46.08403361344538,1,viluco,1,santina,1,fsh,15,dormex 2% + break,15,both
105,2024-06-10,M3,0.4025000000000001,0.1832,45.51552795031055,1,viluco,1,santina,0,control,6,control,16,both
106,2024-06-10,M3,0.3837,0.1787,46.57284336721397,1,viluco,1,santina,4,ethephon,6,control,17,both
107,2024-06-10,M3,0.5013000000000001,0.2286,45.601436265709154,1,viluco,1,santina,2,zn+eth,16,"dormex 1,5% + 2% ac. mineral",18,both
108,2024-06-10,M3,0.3888,0.1812,46.60493827160494,1,viluco,1,santina,4,ethephon,12,erger 5% + nca 4%,19,both
109,2024-06-10,M3,0.1785,0.0833999999999999,46.72268907563024,1,viluco,1,santina,1,fsh,15,dormex 2% + break,20,both
110,2024-06-10,M3,0.3569,0.1614,45.22275147100029,1,viluco,1,santina,3,zn+u+eth,13,,21,both
112,2024-06-10,M3,0.4291,0.1974999999999999,46.02656723374504,1,viluco,1,santina,0,control,13,,23,both
113,2024-06-10,M3,0.1309,0.0599,45.76012223071047,1,viluco,1,santina,5,aba,13,,24,both
114,2024-06-10,M3,0.2452,0.1121,45.71778140293637,1,viluco,1,santina,3,zn+u+eth,13,,25,both
115,2024-06-10,M3,0.2551,0.1202,47.1187769502156,1,viluco,1,santina,4,ethephon,13,,26,both
116,2024-06-10,M3,0.2426,0.1129,46.537510305028846,1,viluco,1,santina,0,control,13,,27,both
117,2024-06-10,M3,0.5401,0.2451,45.38048509535271,1,viluco,1,santina,2,zn+eth,13,,28,both
118,2024-06-10,M3,0.2992,0.1426,47.66042780748664,1,viluco,1,santina,1,fsh,13,,29,both
119,2024-06-10,M3,0.4215,0.1911999999999999,45.36180308422301,1,viluco,1,santina,5,aba,13,,30,both
90,2024-06-26,M4,0.2331,0.1146,49.16344916344916,1,viluco,1,santina,2,zn+eth,15,dormex 2% + break,1,both
91,2024-06-26,M4,0.3936,0.1984,50.40650406504064,1,viluco,1,santina,1,fsh,16,"dormex 1,5% + 2% ac. mineral",2,both
92,2024-06-26,M4,0.3424,0.1727,50.43808411214952,1,viluco,1,santina,0,control,12,erger 5% + nca 4%,3,both
93,2024-06-26,M4,0.2985,0.1485999999999999,49.782244556113895,1,viluco,1,santina,3,zn+u+eth,6,control,4,both
94,2024-06-26,M4,0.3171,0.1585,49.98423210343741,1,viluco,1,santina,4,ethephon,12,erger 5% + nca 4%,5,both
95,2024-06-26,M4,0.2831,0.1396,49.31119745672907,1,viluco,1,santina,5,aba,15,dormex 2% + break,6,both
96,2024-06-26,M4,0.3897999999999999,0.1966,50.43612108773732,1,viluco,1,santina,3,zn+u+eth,16,"dormex 1,5% + 2% ac. mineral",7,both
97,2024-06-26,M4,0.1961999999999999,0.0979999999999999,49.949031600407736,1,viluco,1,santina,0,control,6,control,8,both
98,2024-06-26,M4,0.4972,0.2446,49.19549477071601,1,viluco,1,santina,1,fsh,16,"dormex 1,5% + 2% ac. mineral",9,both
99,2024-06-26,M4,0.271,0.1784999999999999,65.86715867158671,1,viluco,1,santina,5,aba,6,control,10,both
100,2024-06-26,M4,0.2487,0.1276,51.30679533574588,1,viluco,1,santina,2,zn+eth,12,erger 5% + nca 4%,11,both
101,2024-06-26,M4,0.5166999999999999,0.2665999999999999,51.596671182504345,1,viluco,1,santina,4,ethephon,15,dormex 2% + break,12,both
102,2024-06-26,M4,0.551,0.2608,47.33212341197822,1,viluco,1,santina,3,zn+u+eth,16,"dormex 1,5% + 2% ac. mineral",13,both
103,2024-06-26,M4,0.1515,0.0744,49.10891089108911,1,viluco,1,santina,5,aba,12,erger 5% + nca 4%,14,both
104,2024-06-26,M4,0.3671,0.1822999999999999,49.659493326069175,1,viluco,1,santina,1,fsh,15,dormex 2% + break,15,both
105,2024-06-26,M4,0.1884,0.0916,48.619957537155,1,viluco,1,santina,0,control,6,control,16,both
106,2024-06-26,M4,0.278,0.1335,48.02158273381295,1,viluco,1,santina,4,ethephon,6,control,17,both
107,2024-06-26,M4,0.0655,0.0330999999999999,50.53435114503813,1,viluco,1,santina,2,zn+eth,16,"dormex 1,5% + 2% ac. mineral",18,both
108,2024-06-26,M4,0.3556,0.1774,49.8875140607424,1,viluco,1,santina,4,ethephon,12,erger 5% + nca 4%,19,both
109,2024-06-26,M4,0.2913,0.1446,49.639546858908346,1,viluco,1,santina,1,fsh,15,dormex 2% + break,20,both
110,2024-06-26,M4,0.105,0.0522999999999999,49.80952380952379,1,viluco,1,santina,3,zn+u+eth,13,,21,both
111,2024-06-26,M4,0.203,0.0994999999999999,49.01477832512314,1,viluco,1,santina,2,zn+eth,13,,22,both
112,2024-06-26,M4,0.1959999999999999,0.0973,49.64285714285716,1,viluco,1,santina,0,control,13,,23,both
113,2024-06-26,M4,0.3493,0.1718,49.18408245061551,1,viluco,1,santina,5,aba,13,,24,both
114,2024-06-26,M4,0.2164999999999999,0.1097,50.66974595842959,1,viluco,1,santina,3,zn+u+eth,13,,25,both
115,2024-06-26,M4,0.1172999999999999,0.0578999999999999,49.36061381074168,1,viluco,1,santina,4,ethephon,13,,26,both
116,2024-06-26,M4,0.3584999999999999,0.1788999999999999,49.90237099023711,1,viluco,1,santina,0,control,13,,27,both
117,2024-06-26,M4,0.4464999999999999,0.2161,48.3986562150056,1,viluco,1,santina,2,zn+eth,13,,28,both
118,2024-06-26,M4,0.3359999999999999,0.1611,47.94642857142858,1,viluco,1,santina,1,fsh,13,,29,both
119,2024-06-26,M4,0.3823,0.1859999999999999,48.65289040020926,1,viluco,1,santina,5,aba,13,,30,both
120,2024-05-02,M1,1.1205999999999998,0.5059,45.14545779046939,4,santa ana,2,kordia,2,zn+eth,15,dormex 2% + break,1,both
121,2024-05-02,M1,0.9307,0.4096,44.00988503277103,4,santa ana,2,kordia,1,fsh,16,"dormex 1,5% + 2% ac. mineral",2,both
122,2024-05-02,M1,0.7973000000000001,0.3743,46.94594255612693,4,santa ana,2,kordia,0,control,12,erger 5% + nca 4%,3,both
123,2024-05-02,M1,0.8056999999999999,0.363,45.0539903189773,4,santa ana,2,kordia,3,zn+u+eth,6,control,4,both
124,2024-05-02,M1,0.7103999999999999,0.3176,44.70720720720722,4,santa ana,2,kordia,4,ethephon,12,erger 5% + nca 4%,5,both
125,2024-05-02,M1,0.6173000000000001,0.2804,45.42361898590636,4,santa ana,2,kordia,5,aba,15,dormex 2% + break,6,both
126,2024-05-02,M1,0.7657,0.3402,44.42993339427975,4,santa ana,2,kordia,3,zn+u+eth,16,"dormex 1,5% + 2% ac. mineral",7,both
127,2024-05-02,M1,0.5606,0.2575999999999999,45.95076703531929,4,santa ana,2,kordia,0,control,6,control,8,both
128,2024-05-02,M1,0.7591,0.3396,44.73718877618232,4,santa ana,2,kordia,1,fsh,16,"dormex 1,5% + 2% ac. mineral",9,both
129,2024-05-02,M1,0.8748,0.3974999999999999,45.43895747599451,4,santa ana,2,kordia,5,aba,6,control,10,both
130,2024-05-02,M1,0.7988999999999999,0.3519,44.04806609087496,4,santa ana,2,kordia,2,zn+eth,12,erger 5% + nca 4%,11,both
131,2024-05-02,M1,0.5887,0.2574999999999999,43.74044504841175,4,santa ana,2,kordia,4,ethephon,15,dormex 2% + break,12,both
132,2024-05-02,M1,0.4503,0.2075,46.08039085054408,4,santa ana,2,kordia,3,zn+u+eth,16,"dormex 1,5% + 2% ac. mineral",13,both
133,2024-05-02,M1,0.5823,0.2684,46.093079168813325,4,santa ana,2,kordia,5,aba,12,erger 5% + nca 4%,14,both
134,2024-05-02,M1,0.6441,0.3016999999999999,46.84055270920664,4,santa ana,2,kordia,1,fsh,15,dormex 2% + break,15,both
135,2024-05-02,M1,0.4023,0.1791999999999999,44.54387273179219,4,santa ana,2,kordia,0,control,6,control,16,both
136,2024-05-02,M1,0.428,0.1944,45.42056074766355,4,santa ana,2,kordia,4,ethephon,6,control,17,both
137,2024-05-02,M1,0.4852000000000001,0.2179,44.90931574608409,4,santa ana,2,kordia,2,zn+eth,16,"dormex 1,5% + 2% ac. mineral",18,both
138,2024-05-02,M1,0.4597,0.2117,46.05177289536655,4,santa ana,2,kordia,4,ethephon,12,erger 5% + nca 4%,19,both
139,2024-05-02,M1,0.3532999999999999,0.1668999999999999,47.24030568921596,4,santa ana,2,kordia,1,fsh,15,dormex 2% + break,20,both
140,2024-05-02,M1,0.5022,0.2292,45.639187574671446,4,santa ana,2,kordia,3,zn+u+eth,13,,21,both
141,2024-05-02,M1,0.3414,0.162,47.451669595782086,4,santa ana,2,kordia,2,zn+eth,13,,22,both
142,2024-05-02,M1,0.5005,0.2327,46.4935064935065,4,santa ana,2,kordia,0,control,13,,23,both
143,2024-05-02,M1,0.294,0.1365,46.42857142857142,4,santa ana,2,kordia,5,aba,13,,24,both
144,2024-05-02,M1,0.6999,0.3087,44.1063009001286,4,santa ana,2,kordia,3,zn+u+eth,13,,25,both
145,2024-05-02,M1,0.6466000000000001,0.2875,44.46334673677698,4,santa ana,2,kordia,4,ethephon,13,,26,both
146,2024-05-02,M1,0.5515000000000001,0.2660999999999999,48.2502266545784,4,santa ana,2,kordia,0,control,13,,27,both
147,2024-05-02,M1,0.7219,0.3232,44.77074387034215,4,santa ana,2,kordia,2,zn+eth,13,,28,both
148,2024-05-02,M1,0.8431000000000001,0.3734,44.288933697070334,4,santa ana,2,kordia,1,fsh,13,,29,both
149,2024-05-02,M1,0.7075,0.3128,44.21201413427561,4,santa ana,2,kordia,5,aba,13,,30,both
120,2024-05-17,M2,1.3745,0.6408,46.62058930520189,4,santa ana,2,kordia,2,zn+eth,15,dormex 2% + break,1,both
121,2024-05-17,M2,0.9306,0.4483999999999999,48.1839673329035,4,santa ana,2,kordia,1,fsh,16,"dormex 1,5% + 2% ac. mineral",2,both
122,2024-05-17,M2,0.9893,0.4679,47.29606792681695,4,santa ana,2,kordia,0,control,12,erger 5% + nca 4%,3,both
123,2024-05-17,M2,1.0356999999999998,0.484,46.73167905764218,4,santa ana,2,kordia,3,zn+u+eth,6,control,4,both
124,2024-05-17,M2,1.1165,0.5246,46.98611733094491,4,santa ana,2,kordia,4,ethephon,12,erger 5% + nca 4%,5,both
125,2024-05-17,M2,0.9533,0.4529000000000001,47.50865414874647,4,santa ana,2,kordia,5,aba,15,dormex 2% + break,6,both
126,2024-05-17,M2,0.8840000000000001,0.4014,45.40723981900452,4,santa ana,2,kordia,3,zn+u+eth,16,"dormex 1,5% + 2% ac. mineral",7,both
127,2024-05-17,M2,0.7946000000000001,0.3731,46.9544424867858,4,santa ana,2,kordia,0,control,6,control,8,both
128,2024-05-17,M2,0.3605,0.174,48.26629680998613,4,santa ana,2,kordia,1,fsh,16,"dormex 1,5% + 2% ac. mineral",9,both
129,2024-05-17,M2,0.8435999999999999,0.3922,46.491228070175445,4,santa ana,2,kordia,5,aba,6,control,10,both
130,2024-05-17,M2,0.7053,0.3242,45.966255494115984,4,santa ana,2,kordia,2,zn+eth,12,erger 5% + nca 4%,11,both
131,2024-05-17,M2,0.7778,0.3658,47.03008485471843,4,santa ana,2,kordia,4,ethephon,15,dormex 2% + break,12,both
132,2024-05-17,M2,0.558,0.2619,46.93548387096774,4,santa ana,2,kordia,3,zn+u+eth,16,"dormex 1,5% + 2% ac. mineral",13,both
133,2024-05-17,M2,0.6935,0.3261,47.0223503965393,4,santa ana,2,kordia,5,aba,12,erger 5% + nca 4%,14,both
134,2024-05-17,M2,0.6052,0.2939999999999999,48.578982154659606,4,santa ana,2,kordia,1,fsh,15,dormex 2% + break,15,both
135,2024-05-17,M2,0.8253,0.3949,47.8492669332364,4,santa ana,2,kordia,0,control,6,control,16,both
136,2024-05-17,M2,0.6866000000000001,0.3275999999999999,47.71337023011941,4,santa ana,2,kordia,4,ethephon,6,control,17,both
137,2024-05-17,M2,0.4168,0.1974999999999999,47.38483685220728,4,santa ana,2,kordia,2,zn+eth,16,"dormex 1,5% + 2% ac. mineral",18,both
138,2024-05-17,M2,0.313,0.1508,48.17891373801917,4,santa ana,2,kordia,4,ethephon,12,erger 5% + nca 4%,19,both
139,2024-05-17,M2,0.4816999999999999,0.2347,48.72327174589994,4,santa ana,2,kordia,1,fsh,15,dormex 2% + break,20,both
140,2024-05-17,M2,0.6334,0.3058999999999999,48.2949163245974,4,santa ana,2,kordia,3,zn+u+eth,13,,21,both
141,2024-05-17,M2,0.6674,0.3244999999999999,48.62151633203475,4,santa ana,2,kordia,2,zn+eth,13,,22,both
142,2024-05-17,M2,0.4216999999999999,0.2049,48.58904434432061,4,santa ana,2,kordia,0,control,13,,23,both
143,2024-05-17,M2,0.5392,0.2608,48.36795252225519,4,santa ana,2,kordia,5,aba,13,,24,both
144,2024-05-17,M2,0.6362000000000001,0.285,44.79723357434768,4,santa ana,2,kordia,3,zn+u+eth,13,,25,both
145,2024-05-17,M2,0.6536000000000001,0.2987000000000001,45.70073439412485,4,santa ana,2,kordia,4,ethephon,13,,26,both
146,2024-05-17,M2,0.5739000000000001,0.1648,28.715804147063945,4,santa ana,2,kordia,0,control,13,,27,both
147,2024-05-17,M2,0.5381,0.1644999999999999,30.570525924549337,4,santa ana,2,kordia,2,zn+eth,13,,28,both
148,2024-05-17,M2,0.7563,0.3554,46.99193441755917,4,santa ana,2,kordia,1,fsh,13,,29,both
149,2024-05-17,M2,0.8982000000000001,0.4101999999999999,45.66911600979736,4,santa ana,2,kordia,5,aba,13,,30,both
120,2024-05-31,M3,1.2823,0.6007,46.84551197067769,4,santa ana,2,kordia,2,zn+eth,15,dormex 2% + break,1,both
121,2024-05-31,M3,0.8765000000000001,0.5183,59.13291500285225,4,santa ana,2,kordia,1,fsh,16,"dormex 1,5% + 2% ac. mineral",2,both
122,2024-05-31,M3,0.9576,0.4529,47.2953216374269,4,santa ana,2,kordia,0,control,12,erger 5% + nca 4%,3,both
123,2024-05-31,M3,1.2516,0.579,46.26078619367209,4,santa ana,2,kordia,3,zn+u+eth,6,control,4,both
124,2024-05-31,M3,0.7449000000000001,0.3401,45.657135185931,4,santa ana,2,kordia,4,ethephon,12,erger 5% + nca 4%,5,both
125,2024-05-31,M3,0.9492,0.4515999999999999,47.57690686894226,4,santa ana,2,kordia,5,aba,15,dormex 2% + break,6,both
126,2024-05-31,M3,0.8382000000000001,0.3860999999999999,46.06299212598424,4,santa ana,2,kordia,3,zn+u+eth,16,"dormex 1,5% + 2% ac. mineral",7,both
127,2024-05-31,M3,1.2245,0.5671999999999999,46.32094732543895,4,santa ana,2,kordia,0,control,6,control,8,both
128,2024-05-31,M3,0.6601999999999999,0.3143999999999999,47.621932747652224,4,santa ana,2,kordia,1,fsh,16,"dormex 1,5% + 2% ac. mineral",9,both
129,2024-05-31,M3,0.968,0.4465,46.12603305785124,4,santa ana,2,kordia,5,aba,6,control,10,both
130,2024-05-31,M3,0.6072,0.2811,46.29446640316207,4,santa ana,2,kordia,2,zn+eth,12,erger 5% + nca 4%,11,both
131,2024-05-31,M3,0.7281,0.3422999999999999,47.01277297074577,4,santa ana,2,kordia,4,ethephon,15,dormex 2% + break,12,both
132,2024-05-31,M3,0.7599,0.3493,45.9665745492828,4,santa ana,2,kordia,3,zn+u+eth,16,"dormex 1,5% + 2% ac. mineral",13,both
133,2024-05-31,M3,0.7543,0.3517999999999999,46.639268195678106,4,santa ana,2,kordia,5,aba,12,erger 5% + nca 4%,14,both
134,2024-05-31,M3,0.5492999999999999,0.2622999999999999,47.75168396140542,4,santa ana,2,kordia,1,fsh,15,dormex 2% + break,15,both
135,2024-05-31,M3,0.6938,0.3119999999999999,44.96973191121361,4,santa ana,2,kordia,0,control,6,control,16,both
136,2024-05-31,M3,0.5288999999999999,0.2483,46.94649272074117,4,santa ana,2,kordia,4,ethephon,6,control,17,both
137,2024-05-31,M3,0.5012000000000001,0.2332,46.52833200319233,4,santa ana,2,kordia,2,zn+eth,16,"dormex 1,5% + 2% ac. mineral",18,both
138,2024-05-31,M3,0.8500000000000001,0.4124,48.51764705882353,4,santa ana,2,kordia,4,ethephon,12,erger 5% + nca 4%,19,both
139,2024-05-31,M3,0.503,0.2394999999999999,47.61431411530814,4,santa ana,2,kordia,1,fsh,15,dormex 2% + break,20,both
140,2024-05-31,M3,0.6732,0.3233,48.02436125965538,4,santa ana,2,kordia,3,zn+u+eth,13,,21,both
141,2024-05-31,M3,0.5969,0.2891000000000001,48.43357346289162,4,santa ana,2,kordia,2,zn+eth,13,,22,both
142,2024-05-31,M3,0.8350000000000001,0.3959,47.41317365269461,4,santa ana,2,kordia,0,control,13,,23,both
143,2024-05-31,M3,0.7047,0.3247,46.07634454377749,4,santa ana,2,kordia,5,aba,13,,24,both
144,2024-05-31,M3,0.8114,0.373,45.96992851860981,4,santa ana,2,kordia,3,zn+u+eth,13,,25,both
145,2024-05-31,M3,0.8787,0.4084,46.477751223398194,4,santa ana,2,kordia,4,ethephon,13,,26,both
146,2024-05-31,M3,0.6844999999999999,0.3132,45.75602629656685,4,santa ana,2,kordia,0,control,13,,27,both
147,2024-05-31,M3,0.9454,0.4214999999999999,44.58430294055425,4,santa ana,2,kordia,2,zn+eth,13,,28,both
148,2024-05-31,M3,0.5757,0.2664999999999999,46.29147125238839,4,santa ana,2,kordia,1,fsh,13,,29,both
149,2024-05-31,M3,1.0449,0.4725999999999999,45.22920853670207,4,santa ana,2,kordia,5,aba,13,,30,both
120,2024-06-27,M4,0.9345,0.4484999999999999,47.99357945425361,4,santa ana,2,kordia,2,zn+eth,15,dormex 2% + break,1,both
121,2024-06-27,M4,1.1409,0.5570999999999999,48.82987115435181,4,santa ana,2,kordia,1,fsh,16,"dormex 1,5% + 2% ac. mineral",2,both
122,2024-06-27,M4,0.939,0.4427,47.14589989350373,4,santa ana,2,kordia,0,control,12,erger 5% + nca 4%,3,both
123,2024-06-27,M4,0.8707,0.4158,47.75468014241415,4,santa ana,2,kordia,3,zn+u+eth,6,control,4,both
124,2024-06-27,M4,0.6683999999999999,0.3144999999999999,47.0526630760024,4,santa ana,2,kordia,4,ethephon,12,erger 5% + nca 4%,5,both
125,2024-06-27,M4,0.7202000000000001,0.3471999999999999,48.20883088031101,4,santa ana,2,kordia,5,aba,15,dormex 2% + break,6,both
126,2024-06-27,M4,1.0882,0.5162,47.43613306377504,4,santa ana,2,kordia,3,zn+u+eth,16,"dormex 1,5% + 2% ac. mineral",7,both
127,2024-06-27,M4,0.619,0.2934,47.39903069466882,4,santa ana,2,kordia,0,control,6,control,8,both
128,2024-06-27,M4,0.4952999999999999,0.244,49.26307288512013,4,santa ana,2,kordia,1,fsh,16,"dormex 1,5% + 2% ac. mineral",9,both
129,2024-06-27,M4,0.7847,0.379,48.298712883904685,4,santa ana,2,kordia,5,aba,6,control,10,both
130,2024-06-27,M4,0.7285999999999999,0.293,40.21410925061763,4,santa ana,2,kordia,2,zn+eth,12,erger 5% + nca 4%,11,both
131,2024-06-27,M4,0.7606999999999999,0.3714,48.823452083607215,4,santa ana,2,kordia,4,ethephon,15,dormex 2% + break,12,both
132,2024-06-27,M4,0.5957,0.2897,48.63186167533995,4,santa ana,2,kordia,3,zn+u+eth,16,"dormex 1,5% + 2% ac. mineral",13,both
133,2024-06-27,M4,0.889,0.4283999999999999,48.18897637795275,4,santa ana,2,kordia,5,aba,12,erger 5% + nca 4%,14,both
134,2024-06-27,M4,1.0057,0.4915,48.87143283285275,4,santa ana,2,kordia,1,fsh,15,dormex 2% + break,15,both
135,2024-06-27,M4,0.6881,0.3225,46.86818776340648,4,santa ana,2,kordia,0,control,6,control,16,both
136,2024-06-27,M4,0.5105000000000001,0.2481999999999999,48.61900097943192,4,santa ana,2,kordia,4,ethephon,6,control,17,both
137,2024-06-27,M4,0.4421,0.2147,48.56367337706403,4,santa ana,2,kordia,2,zn+eth,16,"dormex 1,5% + 2% ac. mineral",18,both
138,2024-06-27,M4,0.4533,0.2187,48.24619457313039,4,santa ana,2,kordia,4,ethephon,12,erger 5% + nca 4%,19,both
139,2024-06-27,M4,0.3701,0.1778,48.04106998108619,4,santa ana,2,kordia,1,fsh,15,dormex 2% + break,20,both
140,2024-06-27,M4,0.4654999999999999,0.2261,48.57142857142858,4,santa ana,2,kordia,3,zn+u+eth,13,,21,both
141,2024-06-27,M4,0.6154999999999999,0.3008,48.87083671811536,4,santa ana,2,kordia,2,zn+eth,13,,22,both
142,2024-06-27,M4,0.3933999999999999,0.1924,48.90696492119981,4,santa ana,2,kordia,0,control,13,,23,both
143,2024-06-27,M4,0.4769,0.2271,47.62004613126442,4,santa ana,2,kordia,5,aba,13,,24,both
144,2024-06-27,M4,0.6828000000000001,0.3198,46.83655536028119,4,santa ana,2,kordia,3,zn+u+eth,13,,25,both
145,2024-06-27,M4,0.7418999999999999,0.3489,47.02790133441166,4,santa ana,2,kordia,4,ethephon,13,,26,both
146,2024-06-27,M4,0.9262,0.4362999999999999,47.10645648887928,4,santa ana,2,kordia,0,control,13,,27,both
147,2024-06-27,M4,0.8868,0.4116,46.41407307171854,4,santa ana,2,kordia,2,zn+eth,13,,28,both
148,2024-06-27,M4,0.7790999999999999,0.3582,45.97612629957644,4,santa ana,2,kordia,1,fsh,13,,29,both
149,2024-06-27,M4,0.9245,0.436,47.16062736614386,4,santa ana,2,kordia,5,aba,13,,30,both
150,2024-05-06,M1,0.4992,0.235,47.07532051282052,5,teno don sergio,0,regina,2,zn+eth,15,dormex 2% + break,1,both
151,2024-05-06,M1,0.246,0.1175999999999999,47.80487804878048,5,teno don sergio,0,regina,1,fsh,16,"dormex 1,5% + 2% ac. mineral",2,both
152,2024-05-06,M1,0.3782999999999999,0.1773,46.86756542426646,5,teno don sergio,0,regina,0,control,12,erger 5% + nca 4%,3,both
153,2024-05-06,M1,0.2308,0.1106999999999999,47.963604852686295,5,teno don sergio,0,regina,3,zn+u+eth,6,control,4,both
154,2024-05-06,M1,0.5533,0.2563999999999999,46.340140972347726,5,teno don sergio,0,regina,4,ethephon,12,erger 5% + nca 4%,5,both
155,2024-05-06,M1,0.2951,0.1402,47.50931887495764,5,teno don sergio,0,regina,5,aba,15,dormex 2% + break,6,both
156,2024-05-06,M1,0.4182999999999999,0.2320999999999999,55.48649294764523,5,teno don sergio,0,regina,3,zn+u+eth,16,"dormex 1,5% + 2% ac. mineral",7,both
157,2024-05-06,M1,0.5016,0.2347,46.79027113237639,5,teno don sergio,0,regina,0,control,6,control,8,both
158,2024-05-06,M1,0.9247,0.4609,49.84319238672001,5,teno don sergio,0,regina,1,fsh,16,"dormex 1,5% + 2% ac. mineral",9,both
159,2024-05-06,M1,0.4611999999999999,0.2298,49.82653946227234,5,teno don sergio,0,regina,5,aba,6,control,10,both
160,2024-05-06,M1,0.3283,0.1588999999999999,48.4008528784648,5,teno don sergio,0,regina,2,zn+eth,12,erger 5% + nca 4%,11,both
161,2024-05-06,M1,0.4914,0.2289999999999999,46.60154660154659,5,teno don sergio,0,regina,4,ethephon,15,dormex 2% + break,12,both
162,2024-05-06,M1,0.3979,0.1889,47.47423975873337,5,teno don sergio,0,regina,3,zn+u+eth,16,"dormex 1,5% + 2% ac. mineral",13,both
163,2024-05-06,M1,0.5845,0.2620999999999999,44.841745081266026,5,teno don sergio,0,regina,5,aba,12,erger 5% + nca 4%,14,both
164,2024-05-06,M1,0.4221,0.2016,47.76119402985074,5,teno don sergio,0,regina,1,fsh,15,dormex 2% + break,15,both
165,2024-05-06,M1,0.4146,0.1941,46.816208393632415,5,teno don sergio,0,regina,0,control,6,control,16,both
166,2024-05-06,M1,0.4346,0.2064,47.49194661757939,5,teno don sergio,0,regina,4,ethephon,6,control,17,both
167,2024-05-06,M1,0.6751,0.3127999999999999,46.333876462746254,5,teno don sergio,0,regina,2,zn+eth,16,"dormex 1,5% + 2% ac. mineral",18,both
168,2024-05-06,M1,0.4749,0.2337,49.21036007580543,5,teno don sergio,0,regina,4,ethephon,12,erger 5% + nca 4%,19,both
169,2024-05-06,M1,0.6098,0.2763,45.30993768448672,5,teno don sergio,0,regina,1,fsh,15,dormex 2% + break,20,both
170,2024-05-06,M1,0.5176000000000001,0.2471999999999999,47.75888717156104,5,teno don sergio,0,regina,3,zn+u+eth,13,,21,both
171,2024-05-06,M1,0.5431,0.252,46.40029460504511,5,teno don sergio,0,regina,2,zn+eth,13,,22,both
172,2024-05-06,M1,0.5894999999999999,0.2751,46.66666666666667,5,teno don sergio,0,regina,0,control,13,,23,both
173,2024-05-06,M1,0.3555,0.1656,46.58227848101266,5,teno don sergio,0,regina,5,aba,13,,24,both
174,2024-05-06,M1,0.222,0.1056999999999999,47.61261261261261,5,teno don sergio,0,regina,3,zn+u+eth,13,,25,both
175,2024-05-06,M1,0.5906,0.2755999999999999,46.66440907551642,5,teno don sergio,0,regina,4,ethephon,13,,26,both
176,2024-05-06,M1,0.4227,0.2027999999999999,47.977288857345634,5,teno don sergio,0,regina,0,control,13,,27,both
177,2024-05-06,M1,0.6307,0.2979,47.23323291580783,5,teno don sergio,0,regina,2,zn+eth,13,,28,both
178,2024-05-06,M1,0.4774,0.2269,47.52827817343946,5,teno don sergio,0,regina,1,fsh,13,,29,both
179,2024-05-06,M1,0.421,0.2022999999999999,48.0522565320665,5,teno don sergio,0,regina,5,aba,13,,30,both
150,2024-05-22,M2,0.501,0.2198,43.87225548902195,5,teno don sergio,0,regina,2,zn+eth,15,dormex 2% + break,1,both
151,2024-05-22,M2,0.5928,0.2583999999999999,43.589743589743584,5,teno don sergio,0,regina,1,fsh,16,"dormex 1,5% + 2% ac. mineral",2,both
