duracion_latencia_dias,absorbancia,concentracion_almidon_mg_por_g,peso_yema_mg,peso_fresco,peso_seco,porcentaje_humedad,zona_id,variedad_id,tratamiento_entrada_id,tratamiento_salida_id,chill_25_uta,chill_50_uta,chill_75_uta,chill_100_uta,chill_25_simple,chill_50_simple,chill_75_simple,chill_100_simple
125.0,1.2098,26.270283036417663,200.2,0.5544,0.2557,46.12193362193362,5,2,4,12,450.0,932.5,1468.5,1825.0,329.0,852.0,1284.0,1571.0
121.0,0.906,19.154101530074698,201.2,0.4647,0.2106,45.31956100710136,5,2,1,15,450.0,932.5,1468.5,1825.0,329.0,852.0,1284.0,1571.0
119.0,,,,0.7190000000000001,0.2347,32.642559109874824,8,0,2,15,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
117.0,,,,0.4935999999999999,0.2362999999999999,47.872771474878455,8,0,1,16,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
124.0,,,,1.0915,0.266,24.37013284470912,8,0,0,12,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
123.0,,,,0.5823,0.3167,54.38777262579425,8,0,3,6,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
121.0,,,,0.6548999999999999,0.186,28.40128263857078,8,0,4,12,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
126.0,,,,0.482,0.3305,68.56846473029046,8,0,5,15,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
118.0,1.2871,28.070628114117817,200.1,0.6874,0.3323,48.34157695664825,8,0,3,16,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
125.0,1.0451,22.475461320924083,200.1,0.5703,0.243,42.60915307732771,8,0,0,6,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
117.0,1.0924,23.533779076129488,200.4,0.6013,0.2186,36.35456510893065,8,0,1,16,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
127.0,1.0546,22.672445183716444,200.3,0.4804,0.3112,64.77935054121565,8,0,5,6,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
122.0,0.9786,20.89617501469551,200.5,0.6402,0.3246,50.7029053420806,8,0,2,12,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
119.0,0.6433,13.159329296467366,200.5,0.8597000000000001,0.35,40.71187623589624,8,0,4,15,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
125.0,,,,1.0656,0.2731,25.628753753753752,8,0,3,16,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
121.0,,,,0.6860999999999999,0.4201,61.23014137880776,8,0,5,12,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
116.0,,,,0.7248,0.2683,37.01710816777042,8,0,1,15,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
129.0,,,,,,,8,0,0,6,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
123.0,,,,0.7047,0.2977999999999999,42.25911735490279,8,0,4,6,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
119.0,,,,0.7522,0.3794999999999999,50.4520074448285,8,0,2,16,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
120.0,0.5941,12.0420869900398,200.2,0.8128,0.2181,26.833169291338585,8,0,4,12,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
115.0,1.0193,21.84619888144137,200.4,0.5703,0.3873,67.91162546028406,8,0,1,15,459.5,888.0,1384.0,1703.5,388.0,854.0,1282.0,1539.0
117.0,,,,0.2991,0.1291,43.16282179872952,4,0,2,15,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
121.0,,,,0.5336,0.2452,45.952023988006005,4,0,1,16,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
121.0,,,,0.562,0.261,46.44128113879004,4,0,0,12,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
126.0,,,,0.5018,0.2362,47.0705460342766,4,0,3,6,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
121.0,,,,0.563,0.2572,45.683836589698046,4,0,4,12,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
120.0,,,,0.3735,0.1703,45.59571619812584,4,0,5,15,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
122.0,0.7989,16.73301437105223,200.7,0.4312,0.1957,45.38497217068645,4,0,3,16,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
123.0,0.673,13.858462826232548,200.3,0.5189,0.2365,45.57718250144536,4,0,0,6,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
131.0,0.4988,9.829981489715456,200.4,0.5164,0.2429999999999999,47.0565453137103,4,0,1,16,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
126.0,0.8161,17.180861338934974,200.1,0.3881,0.1687,43.46817830456068,4,0,5,6,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
123.0,0.5078,10.032748339652834,200.5,0.2249999999999999,0.0938999999999999,41.73333333333333,4,0,2,12,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
124.0,0.8395,17.68652622434199,200.5,0.6551,0.3036,46.34406960769347,4,0,4,15,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
117.0,,,,0.1856,0.0743,40.0323275862069,4,0,3,16,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
127.0,,,,0.4264,0.1886,44.23076923076923,4,0,5,12,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
115.0,,,,0.5703,0.2038999999999999,35.75311239698404,4,0,1,15,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
121.0,,,,0.4719,0.2133999999999999,45.221445221445215,4,0,0,6,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
126.0,,,,0.5076999999999999,0.2275999999999999,44.82962379357888,4,0,4,6,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
123.0,,,,0.3732,0.1601,42.89924973204717,4,0,2,16,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
121.0,0.8538,17.980618560452058,200.9,0.3419999999999999,0.1513,44.23976608187136,4,0,4,12,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
118.0,0.8881,18.8455390625298,200.1,0.3283999999999999,0.1412,42.99634591961024,4,0,1,15,450.0,923.0,1459.0,1799.5,329.0,813.0,1245.0,1496.0
117.0,,,,0.2601,0.1231999999999999,47.36639753940791,6,0,2,15,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
118.0,,,,0.3883999999999999,0.1848999999999999,47.60556127703399,6,0,1,16,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
117.0,,,,0.4913,0.2288,46.570323631182575,6,0,0,12,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
128.0,,,,0.4662999999999999,0.2182999999999999,46.81535492172421,6,0,3,6,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
120.0,,,,0.5559999999999999,0.2663,47.8956834532374,6,0,4,12,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
117.0,,,,0.7024999999999999,0.3298,46.94661921708187,6,0,5,15,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
118.0,1.2764,27.7262451466399,200.8,0.5096999999999999,0.2412,47.32195409064156,6,0,3,16,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
125.0,1.0454,22.392870758431844,200.9,0.6514,0.3046999999999999,46.77617439361375,6,0,0,6,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
118.0,1.2875,28.02385662030443,200.5,0.7084,0.3348,47.26143421795595,6,0,1,16,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
124.0,1.0145,21.713716126660497,200.6,0.5634,0.2666999999999999,47.337593184238536,6,0,5,6,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
125.0,1.0921,23.52685330241668,200.4,0.5584,0.2608,46.704871060171925,6,0,2,12,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
118.0,0.9272,19.670907241724063,200.9,0.6209,0.2951,47.52778225157031,6,0,4,15,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
117.0,,,,0.7643,0.3635,47.559858694230016,6,0,3,16,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
121.0,,,,0.6396999999999999,0.3043,47.56917304986713,6,0,5,12,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
116.0,,,,0.6025,0.2739999999999999,45.4771784232365,6,0,1,15,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
113.0,,,,0.5788,0.2652,45.81893572909468,6,0,0,6,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
118.0,,,,0.4324,0.2006,46.392229417206295,6,0,4,6,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
116.0,,,,0.6835,0.3204,46.87637161667886,6,0,2,16,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
117.0,1.2075,26.19096759061105,200.4,0.5778,0.265,45.86362062997578,6,0,4,12,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
111.0,1.0696,22.98448166949533,200.6,0.5773,0.26,45.0372423350078,6,0,1,15,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
112.0,,,,0.5308999999999999,0.249,46.901488039178766,6,2,2,15,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
115.0,,,,0.384,0.1812,47.1875,6,2,1,16,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
114.0,,,,0.4795,0.2305999999999999,48.091762252346186,6,2,0,12,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
120.0,,,,0.2983,0.1443,48.37412001340932,6,2,3,6,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
121.0,,,,0.4510999999999999,0.2110999999999999,46.79671913101308,6,2,4,12,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
115.0,,,,0.598,0.2845999999999999,47.59197324414715,6,2,5,15,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
119.0,0.9713,20.69676418084313,200.8,0.5266,0.2478,47.05658944170148,6,2,3,16,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
116.0,1.1882,25.71974107748464,200.6,0.5660000000000001,0.2756999999999999,48.71024734982331,6,2,0,6,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
121.0,1.1881,25.781696244174928,200.1,0.7104,0.3388,47.69144144144144,6,2,1,16,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
123.0,1.0219,21.884381553465904,200.6,0.5335,0.2509,47.02905342080601,6,2,5,6,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
123.0,0.6841,14.093735448754362,200.6,0.5147,0.2432,47.25082572372256,6,2,2,12,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
121.0,1.1256,24.203610168735445,201.2,0.715,0.3519,49.21678321678322,6,2,4,15,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
121.0,,,,0.6285000000000001,0.298,47.414478918058855,6,2,3,16,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
124.0,,,,0.6240000000000001,0.2991999999999999,47.948717948717935,6,2,5,12,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
123.0,,,,0.6522,0.3075,47.14811407543698,6,2,1,15,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
121.0,,,,0.4762,0.2593999999999999,54.47291054178915,6,2,0,6,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
120.0,,,,0.8465999999999999,0.4015999999999999,47.436806047720296,6,2,4,6,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
121.0,,,,0.4294,0.2155,50.18630647414997,6,2,2,16,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
115.0,0.8328,17.479619667585855,201.1,0.5517000000000001,0.2622,47.52582925502989,6,2,4,12,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
112.0,0.8678,18.35784375714937,200.3,0.582,0.2764,47.4914089347079,6,2,1,15,432.0,834.0,1298.5,1597.0,364.0,823.0,1237.0,1477.0
121.0,,,,0.8301999999999999,0.3846,46.32618646109372,7,2,2,15,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
123.0,,,,0.5738,0.2617,45.608225862669926,7,2,1,16,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
133.0,,,,0.4985,0.2339,46.92076228686058,7,2,0,12,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
141.0,,,,0.7465999999999999,0.3514,47.06670238414144,7,2,3,6,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
120.0,,,,0.6172,0.2863,46.38690861957226,7,2,4,12,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
121.0,,,,0.7521,0.3596,47.81279085228028,7,2,5,15,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
118.0,,,,0.5482,0.2582,47.099598686610726,7,2,3,16,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
127.0,,,,0.6115,0.2913,47.63695829926411,7,2,0,6,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
122.0,,,,0.8049999999999999,0.3853999999999999,47.87577639751553,7,2,1,16,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
124.0,,,,0.3538,0.1711,48.36065573770492,7,2,5,6,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
121.0,,,,0.4380999999999999,0.2092,47.7516548733166,7,2,2,12,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
126.0,,,,0.5044,0.2333,46.25297383029343,7,2,4,15,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
120.0,0.9484,20.249826509368493,200.0,0.6295,0.3039,48.276409849086576,7,2,3,16,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
129.0,1.0476,22.5107631174104,200.3,0.5728,0.2688,46.92737430167598,7,2,5,12,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
131.0,1.1747,25.3957321016507,200.7,0.4187,0.1942,46.38165751134463,7,2,1,15,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
134.0,1.0292,22.08577025740593,200.3,0.4483,0.2102,46.88824447914343,7,2,0,6,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
136.0,0.9343,19.923664122137406,200.0,0.7321,0.345,47.12470973910668,7,2,4,6,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
118.0,1.0393,22.330202760459528,200.2,0.629,0.2973,47.26550079491256,7,2,2,16,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
115.0,0.9611,20.482157506199886,200.6,0.4514,0.2159,47.828976517501104,7,2,4,12,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
121.0,0.8584,18.14978914215556,200.2,0.4589,0.2214999999999999,48.26759642623664,7,2,1,15,459.5,867.5,1354.0,1671.0,388.0,850.0,1274.0,1532.0
