"",zona,variedad,tratamiento_entrada,ue,tratamiento_salida,fecha_entrada_latencia,fecha_salida_latencia,entidad_id,duracion_latencia_dias,absorbancia,concentracion_almidon_mg_por_g,peso_yema_mg,muestreo,peso_fresco,peso_seco,porcentaje_humedad,zona_id,variedad_id,tratamiento_entrada_id,tratamiento_salida_id
150,teno prado,regina,zn+eth,11,erger 5% + nca 4%,2024-05-12,2024-09-11,220,122.0,,,,M1,0.5331999999999999,0.2649999999999999,49.69992498124531,3,0,2,12
151,teno prado,regina,ethephon,12,dormex 2% + break,2024-05-11,2024-09-06,221,118.0,,,,M1,0.4315,0.2138,49.54808806488992,3,0,4,15
152,teno prado,regina,zn+u+eth,13,"dormex 1,5% + 2% ac. mineral",2024-05-10,2024-09-11,222,124.0,,,,M1,0.5216999999999999,0.2593,49.70289438374545,3,0,3,16
153,teno prado,regina,aba,14,erger 5% + nca 4%,2024-05-10,2024-09-09,223,122.0,,,,M1,0.3662999999999999,0.1805999999999999,49.3038493038493,3,0,5,12
154,teno prado,regina,fsh,15,dormex 2% + break,2024-05-12,2024-09-07,224,118.0,,,,M1,0.3636999999999999,0.1774,48.77646411877922,3,0,1,15
155,teno prado,regina,control,16,control,2024-05-13,2024-09-08,225,118.0,,,,M1,0.5272,0.2562,48.596358118361145,3,0,0,6
156,teno prado,regina,ethephon,17,control,2024-05-09,2024-09-12,226,126.0,,,,M1,0.4277,0.2111,49.35702595277063,3,0,4,6
157,teno prado,regina,zn+eth,18,"dormex 1,5% + 2% ac. mineral",2024-05-08,2024-09-09,227,124.0,,,,M1,0.4781999999999999,0.2341,48.95441237975742,3,0,2,16
158,teno prado,regina,ethephon,19,erger 5% + nca 4%,2024-05-12,2024-09-12,228,123.0,,,,M1,0.6075999999999999,0.2924,48.123765635286375,3,0,4,12
159,teno prado,regina,fsh,20,dormex 2% + break,2024-05-11,2024-09-06,229,118.0,,,,M1,0.7319,0.3560999999999999,48.65418773056428,3,0,1,15
160,teno don sergio,kordia,zn+eth,1,dormex 2% + break,2024-05-12,2024-09-12,240,123.0,,,,M1,0.5118,0.2326,45.44744040640876,5,2,2,15
161,teno don sergio,kordia,fsh,2,"dormex 1,5% + 2% ac. mineral",2024-05-12,2024-09-15,241,126.0,,,,M1,0.5643,0.2563999999999999,45.4368243841928,5,2,1,16
162,teno don sergio,kordia,control,3,erger 5% + nca 4%,2024-05-16,2024-09-16,242,123.0,,,,M1,0.8068,0.3629,44.980168567178985,5,2,0,12
163,teno don sergio,kordia,zn+u+eth,4,control,2024-05-16,2024-09-19,243,126.0,,,,M1,0.8163,0.3793,46.46576013720446,5,2,3,6
164,teno don sergio,kordia,ethephon,5,erger 5% + nca 4%,2024-05-17,2024-09-16,244,122.0,,,,M1,0.9458,0.4352,46.013956438993446,5,2,4,12
165,teno don sergio,kordia,aba,6,dormex 2% + break,2024-05-11,2024-09-17,245,129.0,,,,M1,0.519,0.2310999999999999,44.52793834296724,5,2,5,15
166,teno don sergio,kordia,zn+u+eth,7,"dormex 1,5% + 2% ac. mineral",2024-05-12,2024-09-19,246,130.0,1.2906,27.96983686482386,201.4,M1,0.7815000000000001,0.3470999999999999,44.41458733205374,5,2,3,16
167,teno don sergio,kordia,control,8,control,2024-05-16,2024-09-19,247,126.0,1.3847,30.131434802553763,201.4,M1,0.5855,0.2641,45.106746370623405,5,2,0,6
168,teno don sergio,kordia,fsh,9,"dormex 1,5% + 2% ac. mineral",2024-05-13,2024-09-18,248,128.0,1.1702,25.29200078236466,200.7,M1,0.7038,0.3292,46.774651889741406,5,2,1,16
169,teno don sergio,kordia,aba,10,control,2024-05-12,2024-09-19,249,130.0,1.1805,25.542156782024964,200.6,M1,0.8033000000000001,0.3615,45.00186729739823,5,2,5,6
170,teno don sergio,kordia,zn+eth,11,erger 5% + nca 4%,2024-05-10,2024-09-19,250,132.0,0.8186,17.187127035482217,200.7,M1,0.7418,0.3395,45.76705311404692,5,2,2,12
171,teno don sergio,kordia,ethephon,12,dormex 2% + break,2024-05-19,2024-09-17,251,121.0,1.2611,27.4283724939665,200.4,M1,0.6938,0.3232,46.58402997982129,5,2,4,15
172,teno don sergio,kordia,zn+u+eth,13,"dormex 1,5% + 2% ac. mineral",2024-05-16,2024-09-19,252,126.0,,,,M1,0.6001000000000001,0.2712,45.192467922013,5,2,3,16
173,teno don sergio,kordia,aba,14,erger 5% + nca 4%,2024-05-12,2024-09-19,253,130.0,,,,M1,0.5941,0.2707,45.56471974415083,5,2,5,12
174,teno don sergio,kordia,fsh,15,dormex 2% + break,2024-05-12,2024-09-13,254,124.0,,,,M1,0.6573,0.6056999999999999,92.14970333181196,5,2,1,15
175,teno don sergio,kordia,control,16,control,2024-05-17,2024-09-19,255,125.0,,,,M1,0.8704,0.3944999999999999,45.32398897058823,5,2,0,6
176,teno don sergio,kordia,ethephon,17,control,2024-05-15,2024-09-19,256,127.0,,,,M1,0.7796000000000001,0.3587,46.01077475628527,5,2,4,6
177,teno don sergio,kordia,zn+eth,18,"dormex 1,5% + 2% ac. mineral",2024-05-14,2024-09-17,257,126.0,,,,M1,0.5776,0.269,46.57202216066482,5,2,2,16
178,teno don sergio,kordia,ethephon,19,erger 5% + nca 4%,2024-05-17,2024-09-19,258,125.0,1.2098,26.270283036417663,200.2,M1,0.5544,0.2557,46.12193362193362,5,2,4,12
179,teno don sergio,kordia,fsh,20,dormex 2% + break,2024-05-18,2024-09-16,259,121.0,0.906,19.154101530074698,201.2,M1,0.4647,0.2106,45.31956100710136,5,2,1,15
180,santa magdalena,regina,zn+eth,1,dormex 2% + break,2024-05-10,2024-09-06,270,119.0,,,,M1,0.7190000000000001,0.2347,32.642559109874824,8,0,2,15
181,santa magdalena,regina,fsh,2,"dormex 1,5% + 2% ac. mineral",2024-05-12,2024-09-06,271,117.0,,,,M1,0.4935999999999999,0.2362999999999999,47.872771474878455,8,0,1,16
182,santa magdalena,regina,control,3,erger 5% + nca 4%,2024-05-11,2024-09-12,272,124.0,,,,M1,1.0915,0.266,24.37013284470912,8,0,0,12
183,santa magdalena,regina,zn+u+eth,4,control,2024-05-12,2024-09-12,273,123.0,,,,M1,0.5823,0.3167,54.38777262579425,8,0,3,6
184,santa magdalena,regina,ethephon,5,erger 5% + nca 4%,2024-05-12,2024-09-10,274,121.0,,,,M1,0.6548999999999999,0.186,28.40128263857078,8,0,4,12
185,santa magdalena,regina,aba,6,dormex 2% + break,2024-05-09,2024-09-12,275,126.0,,,,M1,0.482,0.3305,68.56846473029046,8,0,5,15
186,santa magdalena,regina,zn+u+eth,7,"dormex 1,5% + 2% ac. mineral",2024-05-11,2024-09-06,276,118.0,1.2871,28.070628114117817,200.1,M1,0.6874,0.3323,48.34157695664825,8,0,3,16
187,santa magdalena,regina,control,8,control,2024-05-11,2024-09-13,277,125.0,1.0451,22.475461320924083,200.1,M1,0.5703,0.243,42.60915307732771,8,0,0,6
188,santa magdalena,regina,fsh,9,"dormex 1,5% + 2% ac. mineral",2024-05-12,2024-09-06,278,117.0,1.0924,23.533779076129488,200.4,M1,0.6013,0.2186,36.35456510893065,8,0,1,16
189,santa magdalena,regina,aba,10,control,2024-05-08,2024-09-12,279,127.0,1.0546,22.672445183716444,200.3,M1,0.4804,0.3112,64.77935054121565,8,0,5,6
190,santa magdalena,regina,zn+eth,11,erger 5% + nca 4%,2024-05-08,2024-09-07,280,122.0,0.9786,20.89617501469551,200.5,M1,0.6402,0.3246,50.7029053420806,8,0,2,12
191,santa magdalena,regina,ethephon,12,dormex 2% + break,2024-05-12,2024-09-08,281,119.0,0.6433,13.159329296467366,200.5,M1,0.8597000000000001,0.35,40.71187623589624,8,0,4,15
192,santa magdalena,regina,zn+u+eth,13,"dormex 1,5% + 2% ac. mineral",2024-05-10,2024-09-12,282,125.0,,,,M1,1.0656,0.2731,25.628753753753752,8,0,3,16
193,santa magdalena,regina,aba,14,erger 5% + nca 4%,2024-05-08,2024-09-06,283,121.0,,,,M1,0.6860999999999999,0.4201,61.23014137880776,8,0,5,12
194,santa magdalena,regina,fsh,15,dormex 2% + break,2024-05-13,2024-09-06,284,116.0,,,,M1,0.7248,0.2683,37.01710816777042,8,0,1,15
195,santa magdalena,regina,control,16,control,2024-05-12,2024-09-18,285,129.0,,,,,,,,8,0,0,6
196,santa magdalena,regina,ethephon,17,control,2024-05-12,2024-09-12,286,123.0,,,,M1,0.7047,0.2977999999999999,42.25911735490279,8,0,4,6
197,santa magdalena,regina,zn+eth,18,"dormex 1,5% + 2% ac. mineral",2024-05-10,2024-09-06,287,119.0,,,,M1,0.7522,0.3794999999999999,50.4520074448285,8,0,2,16
198,santa magdalena,regina,ethephon,19,erger 5% + nca 4%,2024-05-14,2024-09-11,288,120.0,0.5941,12.0420869900398,200.2,M1,0.8128,0.2181,26.833169291338585,8,0,4,12
199,santa magdalena,regina,fsh,20,dormex 2% + break,2024-05-14,2024-09-06,289,115.0,1.0193,21.84619888144137,200.4,M1,0.5703,0.3873,67.91162546028406,8,0,1,15
200,santa ana,regina,zn+eth,1,dormex 2% + break,2024-05-12,2024-09-06,300,117.0,,,,M1,0.2991,0.1291,43.16282179872952,4,0,2,15
201,santa ana,regina,fsh,2,"dormex 1,5% + 2% ac. mineral",2024-05-12,2024-09-10,301,121.0,,,,M1,0.5336,0.2452,45.952023988006005,4,0,1,16
202,santa ana,regina,control,3,erger 5% + nca 4%,2024-05-14,2024-09-12,302,121.0,,,,M1,0.562,0.261,46.44128113879004,4,0,0,12
203,santa ana,regina,zn+u+eth,4,control,2024-05-12,2024-09-15,303,126.0,,,,M1,0.5018,0.2362,47.0705460342766,4,0,3,6
204,santa ana,regina,ethephon,5,erger 5% + nca 4%,2024-05-13,2024-09-11,304,121.0,,,,M1,0.563,0.2572,45.683836589698046,4,0,4,12
205,santa ana,regina,aba,6,dormex 2% + break,2024-05-12,2024-09-09,305,120.0,,,,M1,0.3735,0.1703,45.59571619812584,4,0,5,15
206,santa ana,regina,zn+u+eth,7,"dormex 1,5% + 2% ac. mineral",2024-05-12,2024-09-11,306,122.0,0.7989,16.73301437105223,200.7,M1,0.4312,0.1957,45.38497217068645,4,0,3,16
207,santa ana,regina,control,8,control,2024-05-13,2024-09-13,307,123.0,0.673,13.858462826232548,200.3,M1,0.5189,0.2365,45.57718250144536,4,0,0,6
208,santa ana,regina,fsh,9,"dormex 1,5% + 2% ac. mineral",2024-05-12,2024-09-20,308,131.0,0.4988,9.829981489715456,200.4,M1,0.5164,0.2429999999999999,47.0565453137103,4,0,1,16
209,santa ana,regina,aba,10,control,2024-05-09,2024-09-12,309,126.0,0.8161,17.180861338934974,200.1,M1,0.3881,0.1687,43.46817830456068,4,0,5,6
210,santa ana,regina,zn+eth,11,erger 5% + nca 4%,2024-05-12,2024-09-12,310,123.0,0.5078,10.032748339652834,200.5,M1,0.2249999999999999,0.0938999999999999,41.73333333333333,4,0,2,12
211,santa ana,regina,ethephon,12,dormex 2% + break,2024-05-10,2024-09-11,311,124.0,0.8395,17.68652622434199,200.5,M1,0.6551,0.3036,46.34406960769347,4,0,4,15
212,santa ana,regina,zn+u+eth,13,"dormex 1,5% + 2% ac. mineral",2024-05-12,2024-09-06,312,117.0,,,,M1,0.1856,0.0743,40.0323275862069,4,0,3,16
213,santa ana,regina,aba,14,erger 5% + nca 4%,2024-05-08,2024-09-12,313,127.0,,,,M1,0.4264,0.1886,44.23076923076923,4,0,5,12
214,santa ana,regina,fsh,15,dormex 2% + break,2024-05-14,2024-09-06,314,115.0,,,,M1,0.5703,0.2038999999999999,35.75311239698404,4,0,1,15
215,santa ana,regina,control,16,control,2024-05-14,2024-09-12,315,121.0,,,,M1,0.4719,0.2133999999999999,45.221445221445215,4,0,0,6
216,santa ana,regina,ethephon,17,control,2024-05-11,2024-09-14,316,126.0,,,,M1,0.5076999999999999,0.2275999999999999,44.82962379357888,4,0,4,6
217,santa ana,regina,zn+eth,18,"dormex 1,5% + 2% ac. mineral",2024-05-11,2024-09-11,317,123.0,,,,M1,0.3732,0.1601,42.89924973204717,4,0,2,16
218,santa ana,regina,ethephon,19,erger 5% + nca 4%,2024-05-12,2024-09-10,318,121.0,0.8538,17.980618560452058,200.9,M1,0.3419999999999999,0.1513,44.23976608187136,4,0,4,12
219,santa ana,regina,fsh,20,dormex 2% + break,2024-05-11,2024-09-06,319,118.0,0.8881,18.8455390625298,200.1,M1,0.3283999999999999,0.1412,42.99634591961024,4,0,1,15
220,sarmiento,regina,zn+eth,1,dormex 2% + break,2024-05-10,2024-09-04,330,117.0,,,,M1,0.2601,0.1231999999999999,47.36639753940791,6,0,2,15
221,sarmiento,regina,fsh,2,"dormex 1,5% + 2% ac. mineral",2024-05-09,2024-09-04,331,118.0,,,,M1,0.3883999999999999,0.1848999999999999,47.60556127703399,6,0,1,16
222,sarmiento,regina,control,3,erger 5% + nca 4%,2024-05-13,2024-09-07,332,117.0,,,,M1,0.4913,0.2288,46.570323631182575,6,0,0,12
223,sarmiento,regina,zn+u+eth,4,control,2024-05-10,2024-09-15,333,128.0,,,,M1,0.4662999999999999,0.2182999999999999,46.81535492172421,6,0,3,6
224,sarmiento,regina,ethephon,5,erger 5% + nca 4%,2024-05-13,2024-09-10,334,120.0,,,,M1,0.5559999999999999,0.2663,47.8956834532374,6,0,4,12
225,sarmiento,regina,aba,6,dormex 2% + break,2024-05-10,2024-09-04,335,117.0,,,,M1,0.7024999999999999,0.3298,46.94661921708187,6,0,5,15
226,sarmiento,regina,zn+u+eth,7,"dormex 1,5% + 2% ac. mineral",2024-05-09,2024-09-04,336,118.0,1.2764,27.7262451466399,200.8,M1,0.5096999999999999,0.2412,47.32195409064156,6,0,3,16
227,sarmiento,regina,control,8,control,2024-05-10,2024-09-12,337,125.0,1.0454,22.392870758431844,200.9,M1,0.6514,0.3046999999999999,46.77617439361375,6,0,0,6
228,sarmiento,regina,fsh,9,"dormex 1,5% + 2% ac. mineral",2024-05-10,2024-09-05,338,118.0,1.2875,28.02385662030443,200.5,M1,0.7084,0.3348,47.26143421795595,6,0,1,16
229,sarmiento,regina,aba,10,control,2024-05-10,2024-09-11,339,124.0,1.0145,21.713716126660497,200.6,M1,0.5634,0.2666999999999999,47.337593184238536,6,0,5,6
230,sarmiento,regina,zn+eth,11,erger 5% + nca 4%,2024-05-09,2024-09-11,340,125.0,1.0921,23.52685330241668,200.4,M1,0.5584,0.2608,46.704871060171925,6,0,2,12
231,sarmiento,regina,ethephon,12,dormex 2% + break,2024-05-09,2024-09-04,341,118.0,0.9272,19.670907241724063,200.9,M1,0.6209,0.2951,47.52778225157031,6,0,4,15
232,sarmiento,regina,zn+u+eth,13,"dormex 1,5% + 2% ac. mineral",2024-05-10,2024-09-04,342,117.0,,,,M1,0.7643,0.3635,47.559858694230016,6,0,3,16
233,sarmiento,regina,aba,14,erger 5% + nca 4%,2024-05-09,2024-09-07,343,121.0,,,,M1,0.6396999999999999,0.3043,47.56917304986713,6,0,5,12
234,sarmiento,regina,fsh,15,dormex 2% + break,2024-05-11,2024-09-04,344,116.0,,,,M1,0.6025,0.2739999999999999,45.4771784232365,6,0,1,15
235,sarmiento,regina,control,16,control,2024-05-23,2024-09-13,345,113.0,,,,M1,0.5788,0.2652,45.81893572909468,6,0,0,6
236,sarmiento,regina,ethephon,17,control,2024-05-16,2024-09-11,346,118.0,,,,M1,0.4324,0.2006,46.392229417206295,6,0,4,6
237,sarmiento,regina,zn+eth,18,"dormex 1,5% + 2% ac. mineral",2024-05-11,2024-09-04,347,116.0,,,,M1,0.6835,0.3204,46.87637161667886,6,0,2,16
238,sarmiento,regina,ethephon,19,erger 5% + nca 4%,2024-05-17,2024-09-11,348,117.0,1.2075,26.19096759061105,200.4,M1,0.5778,0.265,45.86362062997578,6,0,4,12
239,sarmiento,regina,fsh,20,dormex 2% + break,2024-05-16,2024-09-04,349,111.0,1.0696,22.98448166949533,200.6,M1,0.5773,0.26,45.0372423350078,6,0,1,15
240,sarmiento,kordia,zn+eth,1,dormex 2% + break,2024-05-15,2024-09-04,360,112.0,,,,M1,0.5308999999999999,0.249,46.901488039178766,6,2,2,15
241,sarmiento,kordia,fsh,2,"dormex 1,5% + 2% ac. mineral",2024-05-14,2024-09-06,361,115.0,,,,M1,0.384,0.1812,47.1875,6,2,1,16
242,sarmiento,kordia,control,3,erger 5% + nca 4%,2024-05-19,2024-09-10,362,114.0,,,,M1,0.4795,0.2305999999999999,48.091762252346186,6,2,0,12
243,sarmiento,kordia,zn+u+eth,4,control,2024-05-14,2024-09-11,363,120.0,,,,M1,0.2983,0.1443,48.37412001340932,6,2,3,6
244,sarmiento,kordia,ethephon,5,erger 5% + nca 4%,2024-05-14,2024-09-12,364,121.0,,,,M1,0.4510999999999999,0.2110999999999999,46.79671913101308,6,2,4,12
245,sarmiento,kordia,aba,6,dormex 2% + break,2024-05-12,2024-09-04,365,115.0,,,,M1,0.598,0.2845999999999999,47.59197324414715,6,2,5,15
246,sarmiento,kordia,zn+u+eth,7,"dormex 1,5% + 2% ac. mineral",2024-05-14,2024-09-10,366,119.0,0.9713,20.69676418084313,200.8,M1,0.5266,0.2478,47.05658944170148,6,2,3,16
247,sarmiento,kordia,control,8,control,2024-05-20,2024-09-13,367,116.0,1.1882,25.71974107748464,200.6,M1,0.5660000000000001,0.2756999999999999,48.71024734982331,6,2,0,6
248,sarmiento,kordia,fsh,9,"dormex 1,5% + 2% ac. mineral",2024-05-14,2024-09-12,368,121.0,1.1881,25.781696244174928,200.1,M1,0.7104,0.3388,47.69144144144144,6,2,1,16
249,sarmiento,kordia,aba,10,control,2024-05-12,2024-09-12,369,123.0,1.0219,21.884381553465904,200.6,M1,0.5335,0.2509,47.02905342080601,6,2,5,6
250,sarmiento,kordia,zn+eth,11,erger 5% + nca 4%,2024-05-12,2024-09-12,370,123.0,0.6841,14.093735448754362,200.6,M1,0.5147,0.2432,47.25082572372256,6,2,2,12
251,sarmiento,kordia,ethephon,12,dormex 2% + break,2024-05-15,2024-09-13,371,121.0,1.1256,24.203610168735445,201.2,M1,0.715,0.3519,49.21678321678322,6,2,4,15
252,sarmiento,kordia,zn+u+eth,13,"dormex 1,5% + 2% ac. mineral",2024-05-12,2024-09-10,372,121.0,,,,M1,0.6285000000000001,0.298,47.414478918058855,6,2,3,16
253,sarmiento,kordia,aba,14,erger 5% + nca 4%,2024-05-10,2024-09-11,373,124.0,,,,M1,0.6240000000000001,0.2991999999999999,47.948717948717935,6,2,5,12
254,sarmiento,kordia,fsh,15,dormex 2% + break,2024-05-13,2024-09-13,374,123.0,,,,M1,0.6522,0.3075,47.14811407543698,6,2,1,15
255,sarmiento,kordia,control,16,control,2024-05-15,2024-09-13,375,121.0,,,,M1,0.4762,0.2593999999999999,54.47291054178915,6,2,0,6
256,sarmiento,kordia,ethephon,17,control,2024-05-14,2024-09-11,376,120.0,,,,M1,0.8465999999999999,0.4015999999999999,47.436806047720296,6,2,4,6
257,sarmiento,kordia,zn+eth,18,"dormex 1,5% + 2% ac. mineral",2024-05-13,2024-09-11,377,121.0,,,,M1,0.4294,0.2155,50.18630647414997,6,2,2,16
258,sarmiento,kordia,ethephon,19,erger 5% + nca 4%,2024-05-19,2024-09-11,378,115.0,0.8328,17.479619667585855,201.1,M1,0.5517000000000001,0.2622,47.52582925502989,6,2,4,12
259,sarmiento,kordia,fsh,20,dormex 2% + break,2024-05-16,2024-09-05,379,112.0,0.8678,18.35784375714937,200.3,M1,0.582,0.2764,47.4914089347079,6,2,1,15
260,wapri,kordia,zn+eth,1,dormex 2% + break,2024-05-13,2024-09-11,390,121.0,,,,M1,0.8301999999999999,0.3846,46.32618646109372,7,2,2,15
261,wapri,kordia,fsh,2,"dormex 1,5% + 2% ac. mineral",2024-05-12,2024-09-12,391,123.0,,,,M1,0.5738,0.2617,45.608225862669926,7,2,1,16
262,wapri,kordia,control,3,erger 5% + nca 4%,2024-05-02,2024-09-12,392,133.0,,,,M1,0.4985,0.2339,46.92076228686058,7,2,0,12
263,wapri,kordia,zn+u+eth,4,control,2024-04-30,2024-09-18,393,141.0,,,,M1,0.7465999999999999,0.3514,47.06670238414144,7,2,3,6
264,wapri,kordia,ethephon,5,erger 5% + nca 4%,2024-05-15,2024-09-12,394,120.0,,,,M1,0.6172,0.2863,46.38690861957226,7,2,4,12
265,wapri,kordia,aba,6,dormex 2% + break,2024-05-13,2024-09-11,395,121.0,,,,M1,0.7521,0.3596,47.81279085228028,7,2,5,15
266,wapri,kordia,zn+u+eth,7,"dormex 1,5% + 2% ac. mineral",2024-05-11,2024-09-06,396,118.0,,,,M1,0.5482,0.2582,47.099598686610726,7,2,3,16
267,wapri,kordia,control,8,control,2024-05-09,2024-09-13,397,127.0,,,,M1,0.6115,0.2913,47.63695829926411,7,2,0,6
268,wapri,kordia,fsh,9,"dormex 1,5% + 2% ac. mineral",2024-05-13,2024-09-12,398,122.0,,,,M1,0.8049999999999999,0.3853999999999999,47.87577639751553,7,2,1,16
269,wapri,kordia,aba,10,control,2024-05-12,2024-09-13,399,124.0,,,,M1,0.3538,0.1711,48.36065573770492,7,2,5,6
270,wapri,kordia,zn+eth,11,erger 5% + nca 4%,2024-05-12,2024-09-10,400,121.0,,,,M1,0.4380999999999999,0.2092,47.7516548733166,7,2,2,12
271,wapri,kordia,ethephon,12,dormex 2% + break,2024-05-09,2024-09-12,401,126.0,,,,M1,0.5044,0.2333,46.25297383029343,7,2,4,15
272,wapri,kordia,zn+u+eth,13,"dormex 1,5% + 2% ac. mineral",2024-05-09,2024-09-06,402,120.0,0.9484,20.249826509368493,200.0,M1,0.6295,0.3039,48.276409849086576,7,2,3,16
273,wapri,kordia,aba,14,erger 5% + nca 4%,2024-05-06,2024-09-12,403,129.0,1.0476,22.5107631174104,200.3,M1,0.5728,0.2688,46.92737430167598,7,2,5,12
274,wapri,kordia,fsh,15,dormex 2% + break,2024-05-03,2024-09-11,404,131.0,1.1747,25.3957321016507,200.7,M1,0.4187,0.1942,46.38165751134463,7,2,1,15
275,wapri,kordia,control,16,control,2024-05-02,2024-09-13,405,134.0,1.0292,22.08577025740593,200.3,M1,0.4483,0.2102,46.88824447914343,7,2,0,6
276,wapri,kordia,ethephon,17,control,2024-05-03,2024-09-16,406,136.0,0.9343,19.923664122137406,200.0,M1,0.7321,0.345,47.12470973910668,7,2,4,6
277,wapri,kordia,zn+eth,18,"dormex 1,5% + 2% ac. mineral",2024-05-11,2024-09-06,407,118.0,1.0393,22.330202760459528,200.2,M1,0.629,0.2973,47.26550079491256,7,2,2,16
278,wapri,kordia,ethephon,19,erger 5% + nca 4%,2024-05-14,2024-09-06,408,115.0,0.9611,20.482157506199886,200.6,M1,0.4514,0.2159,47.828976517501104,7,2,4,12
279,wapri,kordia,fsh,20,dormex 2% + break,2024-05-11,2024-09-09,409,121.0,0.8584,18.14978914215556,200.2,M1,0.4589,0.2214999999999999,48.26759642623664,7,2,1,15
